Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
Crystal Lake,"JVB Enterprises, Inc.",160701962,6,3050425.01,2805029.33,245395.68,1082582,837186.32,245395.68,84866.41,72386.04,12480.37
North Riverside,So Woo Co.,160701961,5,1585445.16,1407520.11,177925.05,628455,450529.95,177925.05,61235.24,52230.1,9005.14
North Utica,"JAMIE'S OUTPOST PARLOR, INC",160701935,6,1108369.69,1015484.31,92885.38,446879,353936.16,92942.84,32146.2,27418.81,4727.39
Champaign,"Black Eagle Restaurant Group, LLC",160701917,6,6679100.6,6088032.98,591067.62,2341827,1750759.04,591067.96,204158.65,174135.33,30023.32
Niles,"Shotzees, Inc.",160701916,6,3921079.91,3518708.95,402370.96,1405836,1003468.14,402367.86,138964.25,118528.31,20435.94
Niles,"Pal-Rose Enterprises, Inc.",160701915,6,5307160.53,4877903.13,429257.4,1919439,1490181.6,429257.4,148207.51,126412.31,21795.2
Rock Falls,RUSH 4 GOLD INC.,160701914,6,6752455.23,6128020.77,624434.46,2201539,1577100.54,624438.46,215382.09,183708.28,31673.81
Chatham,"Duffy & Associates, Inc.",160701900,6,7698006.54,6959728.5,738278.04,2465049,1726770.96,738278.04,254029.8,216672.49,37357.31
Flanagan,KALHAL INC #1,160701892,6,5511733.55,4971369.99,540363.56,2135827,1595463.44,540363.56,186315.53,158916.18,27399.35
Bartonville,MARSHALL'S TAP INCORPORATED,160701872,6,5138938.35,4722733.49,416204.86,1710888,1294683.95,416204.05,143653.05,122527.6,21125.45
Quincy,"PARKER'S PUB, INC.",160701862,4,808670.96,710834.73,97836.23,298435,200598.82,97836.18,33758.66,28794.14,4964.52
Belleville,"Fletcher's Belleville, Inc.",160701840,6,3659764.34,3368774.44,290989.9,1320711,1029721.1,290989.9,100638.5,85838.73,14799.77
Elmwood Park,"NMI ENTERPRISES, LLC",160701825,6,7380779.06,6700092.38,680686.68,2370646,1689958.42,680687.58,235128.37,200550.66,34577.71
Belvidere,NGK Belvidere LLC,160701813,6,1823130.6,1647886.46,175244.14,693819,518574.56,175244.44,60341.14,51467.44,8873.7
Normal,Tonys Tacos Incorporated,160701791,6,2483129.45,2270020.02,213109.43,880000,666900.6,213099.4,73615.53,62789.74,10825.79
Midlothian,"Los Burritos Lokos #3, Inc.",160701789,5,1010643.3,917268.04,93375.26,382050,288674.74,93375.26,32130.13,27405.12,4725.01
Bradley,"PARADOX EMPORIUM, INC.",160701786,6,3341204.61,3031967.36,309237.25,1120320,811082.75,309237.25,106629.42,90948.62,15680.8
Oak Lawn,ZAVER CORPORATION,160701784,6,5277213.74,4855149.4,422064.34,2002762,1580697.66,422064.34,145695.04,124269.31,21425.73
Oak Lawn,"HIOTIS ENTERPRISES, INC.",160701770,6,15413876.56,13905763.82,1508112.74,5796309,4288196.49,1508112.51,520177.35,443680.68,76496.67
Bartonville,Woz-Ken Inc.,160701752,6,5331174.56,4827946.37,503228.19,1486809,983580.81,503228.19,173458.16,147949.63,25508.53
Monmouth,"1st Avenue Pub, LLC",160701748,6,4791486.79,4304499.72,486987.07,1638303,1151299.93,487003.07,167900.35,143209.15,24691.2
Waukegan,"36 N. Genesee, LLC",160701747,6,3921297.14,3520782.49,400514.65,1436807,1036292.35,400514.65,138048.84,117747.55,20301.29
Belvidere,Anna's Cafe LLC - Belvidere,160701745,6,4973752.51,4537819.84,435932.67,1571246,1135313.33,435932.67,150584.88,128440.07,22144.81
McHenry,"EMDK VENTURE, LLC",160701718,6,3053580.95,2814430.11,239150.84,1005222,766071.16,239150.84,82387.68,70271.84,12115.84
New Lenox,"BPNL, LLC",160701715,4,1094096.34,1009317.64,84778.7,390142,305363.3,84778.7,29284.8,24978.19,4306.61
North Riverside,Lakhan Petroleum Inc.,160701703,6,7440353.66,6771088.44,669265.22,2503048,1833760.49,669287.51,231216.14,197213.77,34002.37
Taylorville,"Pizza Man of Pana, Inc.",160701701,6,1995289.27,1841197.69,154091.58,681253,527159.42,154093.58,53251.53,45420.42,7831.11
Kewanee,Tavern on Beach LLC,160701700,3,1920883.25,1762283.25,158600,630561,471961,158600,54782.64,46726.35,8056.29
Grandview,T AND M 217 INC.,160701689,6,1950166.04,1814411.84,135754.2,644701,508946.8,135754.2,46878.02,39984.2,6893.82
Crystal Lake,GOAL LINE SPORTS BAR AND GRILL INC.,160701665,5,1565474.35,1421576.94,143897.41,513129,369231.54,143897.46,49715.97,42404.8,7311.17
Berwyn,DIAMOND LACEY'S LTD.,160701652,6,1494945.72,1346803.28,148142.44,550951,402807.74,148143.26,50368.66,42961.51,7407.15
Auburn,Jackpot Gaming LLC,160701646,6,3677896.92,3292935.8,384961.12,1411601,1026639.88,384961.12,132567.52,113072.31,19495.21
Caseyville,Caseyville Petroleum Inc.,160701645,6,7545653.2,6840042.5,705610.7,2682797,1977071.89,705725.11,243655.69,207823.95,35831.74
Olney,Fireside LLC,160701643,3,867156.97,789409.15,77747.82,269788,192040.53,77747.47,26754.06,22819.64,3934.42
Justice,"HENRY'S TACOS, INC.",160701633,5,1299319.49,1178099.05,121220.44,512937,391716.49,121220.51,41777.34,35633.62,6143.72
Bloomington,"The Lincoln Springs Center, LLC",160701632,5,4444344.95,4063033.98,381310.97,1804140,1422829.03,381310.97,131427.37,112099.82,19327.55
Ohio,"Harry's Pub N Grub, LLC",160701624,5,1730308.72,1597112.88,133195.84,579880,446684.16,133195.84,45912.83,39160.99,6751.84
McHenry County,"TOWN LIQUORS OF ALGONQUIN, INC.",160701616,6,5169450.3,4733580.62,435869.68,1883461,1447591.32,435869.68,150691.51,128531,22160.51
Worden,BN SCHREIBER INC,160701614,6,1944288.9,1772571.48,171717.42,712982,541264.88,171717.12,59310.35,50588.26,8722.09
Augusta,"MJR of Augusta, LLC",160701604,6,2659405.6,2420735.48,238670.12,868631,629960.88,238670.12,82213.16,70122.99,12090.17
Buffalo Grove,"Leiserv, LLC",160701601,5,833473.86,752468.11,81005.75,297630,216624.25,81005.75,27868.53,23770.22,4098.31
Villa Park,MILICIA INC.,160701591,6,1814856.34,1677634.93,137221.41,665622,528400.59,137221.41,47334.92,40373.9,6961.02
Pontiac,Silver Oaks South Inc.,160701588,6,8615027.2,7814423.65,800603.55,3016309,2215704.45,800604.55,275971.73,235387.64,40584.09
Ottawa,"APR 1, Corp.",160701587,6,720233.07,664556.49,55676.58,268032,212355.42,55676.58,19174.82,16355,2819.82
Chicago Ridge,"TRIPLE 777, LLC",160701575,6,1631855.26,1511560.76,120294.5,571236,450940.5,120295.5,41432.09,35339.14,6092.95
Swansea,"LUCKY ROSE, INC.",160701571,6,5888497.54,5309238.44,579259.1,1963127,1383867.9,579259.1,199544.79,170199.96,29344.83
Mattoon,Great Food & Spirits Inc.,160701565,6,3812563.17,3458494.64,354068.53,1173114,819045.47,354068.53,121962.87,104027.14,17935.73
Chenoa,"LFC Ventures, LLC",160701537,6,2892480.04,2639148.47,253331.57,1031653,778321.43,253331.57,87396.76,74544.29,12852.47
River Grove,"Catie's Place, LLC",160701532,6,10594129.78,9681641.7,912488.08,3844879,2932381.72,912497.28,314826.55,268528.53,46298.02
Southern View,"HEADWEST, INC.",160701517,6,5560477.74,5065662.86,494814.88,1975533,1480690.32,494842.68,170712.18,145607.47,25104.71
Bull Valley,FORE GOLF LLC,160701512,4,194571.14,174820.08,19751.06,73940,54188.94,19751.06,6852.22,5844.54,1007.68
East Alton,"Short Stop Bar & Grill, Inc.",160701494,6,3251229.72,2942818.96,308410.76,1002323,693902.63,308420.37,105999.34,90411.22,15588.12
Alsip,"C.C.A.A., Incorporated",160701492,6,1865135.04,1703110.62,162024.42,770775,608750.58,162024.42,55921.38,47697.66,8223.72
Mount Zion,"Four Star Family Restaurant, Inc.",160701487,6,3829924.83,3536048.58,293876.25,1344402,1050526.05,293875.95,101632.16,86686.24,14945.92
Lawrence County,"Schauf Enterprises, Inc.",160701486,6,9257379.72,8334005.16,923374.56,2606689,1683314.44,923374.56,318043.03,271271.99,46771.04
Crystal Lake,"LYNNCORYAN MANAGEMENT, INC.",160701482,3,3431937.94,3084735.91,347202.03,1226916,879713.97,347202.03,119677.67,102078.02,17599.65
Dawson,GUSTO PIZZA LLC,160701477,6,4011651.91,3683284.25,328367.66,1413755,1085387.34,328367.66,113310.67,96647.34,16663.33
Coal City,EMMY'S CAFE LTD.,160701460,6,5704012.26,5164463.47,539548.79,2034294,1494745.21,539548.79,186023.53,158667.13,27356.4
Melrose Park,"Delta-Sonic Carwash Systems, Inc.",160701456,6,11655767.17,10539890.77,1115876.4,4184969,3069092.6,1115876.4,385199.75,328552.72,56647.03
Berwyn,"Blackjack's Group, INC.",160701449,6,4075934.45,3658339.33,417595.12,1554990,1137330,417660,143869.72,122712.4,21157.32
Decatur,T&G GAMING LLC,160701447,6,6138315.16,5564987.15,573328.01,2150377,1577048.99,573328.01,197595.91,168537.7,29058.21
Byron,Father & Son Ventures LLC,160701426,6,3614237.92,3276946.86,337291.06,1367987,1030675.14,337311.86,116362.73,99250.57,17112.16
Madison County,"PADDY MCD'S, INC.",160701424,6,2068328.73,1871617.5,196711.23,663698,466986.87,196711.13,67978.3,57981.48,9996.82
New Lenox,ARROWHEAD ALES BREWING COMPANY,160701423,6,2334749.37,2140269.16,194480.21,846387,651906.11,194480.89,67099.72,57232.12,9867.6
Pekin,"SUZI'S XVII, LLC",160701399,6,2648758.28,2424679.04,224079.24,776409,552329.76,224079.24,77323.2,65952.14,11371.06
Darien,"Carriage Way West, Inc.",160701398,6,550795.05,477571.86,73223.19,219095,145871.28,73223.72,25458.9,21714.94,3743.96
Williamson County,"Just Add Water, Bait, Tackle & More LLC",160701393,6,3824961.03,3478744.64,346216.39,1379523,1033298.23,346224.77,119565.64,101982.47,17583.17
Oak Forest,HOSMAN LLC,160701392,6,9019912.89,8133289.42,886623.47,3266082,2379490.2,886591.8,305969.81,260974.28,44995.53
Williamsville,"BELLA TRATTORIA LOUNGE, INC.",160701391,3,1653076.3,1513482.84,139593.46,554420,414826.46,139593.54,48130.52,41052.49,7078.03
Yorkville,GRAHAM C-STORES CO.,160701389,6,9124949.83,8322058.77,802891.06,3269415,2466523.86,802891.14,276852.75,236139.11,40713.64
North Pekin,"Claygames, Inc.",160701379,6,5521545.38,4991964.03,529581.35,1664626,1134930.06,529695.94,182252.84,155450.98,26801.86
Bourbonnais,"Cat-Mar Foods, Inc.",160701377,6,4082755.67,3744181.05,338574.62,1474842,1136267.38,338574.62,116990.59,99786.1,17204.49
Crystal Lake,Familia G. Inc.,160701366,6,2738751.46,2488905.43,249846.03,905840,655994.13,249845.87,86143.23,73475.11,12668.12
Quincy,Maxamillion's  Inc,160701353,6,6584812.44,5959696.35,625116.09,1934249,1309132.91,625116.09,215750.5,184022.47,31728.03
Rock Falls,"H. Cardwell, Inc.",160701352,6,2762399.07,2518024.39,244374.68,975825,731382.71,244442.29,83976.17,71626.77,12349.4
Leroy,"Eliza, Inc.",160701350,6,4606541.82,4176781.63,429760.19,1801990,1372229.81,429760.19,148178.31,126387.38,21790.93
McHenry County,LAKE SIDE INC.,160701349,6,3543791.11,3225345.77,318445.34,1239170,920724.66,318445.34,109783.35,93638.74,16144.61
Dwight,"CHERRY RED'S GARAGE, LLC",160701342,3,5035.84,4540.2,495.64,1725,1229.36,495.64,168.51,143.74,24.77
Crystal Lake,RAILROAD GROUP LLC,160701339,2,1536459.41,1433165.34,103294.07,543337,440042.93,103294.07,35574,30342.54,5231.46
Wood River,"Fork Restaurant Group Wood River, LLC",160701338,6,9622581.91,8765962.62,856619.29,2946343,2089723.71,856619.29,295267.39,251845.71,43421.68
Crystal Lake,"CROSSTOWN MANAGEMENT, INC.",160701334,4,4755945.11,4350471.68,405473.43,1611106,1205632.57,405473.43,139998.68,119410.64,20588.04
Crystal Lake,"WILLIAMS STREET VENTURES, INC.",160701324,6,6171100.7,5676555,494545.7,2115297,1620751.3,494545.7,170724.75,145618.16,25106.59
Crystal Lake,"COLEMANS CRYSTAL LAKE, INC.",160701323,4,5101768.96,4711038.86,390730.1,1753630,1362899.9,390730.1,134720.16,114908.36,19811.8
Cumberland County,"Dirt Cheap, Inc.",160701321,3,2608.03,2194.04,413.99,922,508.5,413.5,140.59,119.92,20.67
Crystal Lake,Fire Bar Incorporated,160701312,6,6884049.32,6310770.81,573278.51,2417315,1844036.65,573278.35,197727.54,168649.98,29077.56
Steger,Hot & Spicy Grill & Cafe Inc.,160701291,6,4775708.74,4291930.03,483778.71,1960350,1476550.99,483799.01,166794.66,142266.02,24528.64
Monee,"Julie's Monee, LLC",160701289,6,2718626.19,2480531.71,238094.48,1049288,811193.37,238094.63,82283.6,70183.07,12100.53
Lake Villa,"Julie's Morengo, LLC",160701277,6,10922599.03,10010283.4,912315.63,3442064,2529748.37,912315.63,314383.92,268150.98,46232.94
Stillman Valley,"T.R. Tice, Incorporated",160701276,4,589643.8,544921.93,44721.87,215921,171199.13,44721.87,15400.36,13135.62,2264.74
Port Barrington,"P & D RESTAURANTS, LTD.",160701274,5,2280899.09,2088473.27,192425.82,863304,670878.19,192425.81,66360.54,56601.65,9758.89
Bethany,"BBMS, LLC",160701273,6,2297945.88,2085900.32,212045.56,811009,598963.44,212045.56,73218.79,62451.31,10767.48
Crystal Lake,"Majesty Investments, LLC",160701258,5,3827143.33,3491297.39,335845.94,1346218,1010372.06,335845.94,115976.83,98921.43,17055.4
South Elgin,"BNPPC, LLC",160701256,3,1436429.08,1289102.05,147327.03,529024,381697.07,147326.93,50839.68,43363.24,7476.44
Peoria County,Woz-Ken Inc.,160701245,6,3007407.03,2715305.27,292101.76,1093486,801384.24,292101.76,100818.8,85992.52,14826.28
Streamwood,Los Tarascos Restaurant Inc.,160701242,6,1617213.12,1470759.84,146453.28,642802,496348.8,146453.2,50443.53,43025.35,7418.18
Lincoln,MCCUMBER L.L.C.,160701239,6,6143391.25,5548823.72,594567.53,2156334,1561766.47,594567.53,204845.02,174720.77,30124.25
Manteno,T & G OF MANTENO INC.,160701234,6,8589880.9,7835598.11,754282.79,2816243,2061960.21,754282.79,260256.53,221983.52,38273.01
Palos Hills,SHALBRE INC.,160701233,6,15589052.51,14430573.72,1158478.79,4592220,3433742.16,1158477.84,399641.71,340870.88,58770.83
Willow Springs,"WILLOW CROSSING OF WILLOW SPRINGS, INC.",160701232,6,3213750.44,2886991.09,326759.35,1122856,796095.99,326760.01,112633.36,96069.64,16563.72
Rushville,Vic's Corner LLC,160701193,5,1821076.56,1668441.13,152635.43,541617,388981.37,152635.63,52882.81,45105.91,7776.9
Crestwood,Service Entertainment Inc.,160701187,6,7309137.25,6672248.59,636888.66,2575837,1938948.34,636888.66,219365.63,187105.97,32259.66
Amboy,"TWO SISTERS ON MAIN, LLC",160701174,6,7602310.92,6953956.85,648354.07,2609794,1961438.58,648355.42,223706.13,190808.19,32897.94
Romeoville,Lacey's Place LLC Series Romeoville,160701173,6,13207041.43,11986211.45,1220829.98,4621925,3401095.02,1220829.98,421410.76,359438.59,61972.17
South Elgin,Lacey's Place LLC Series South Elgin,160701172,6,6453635.66,5863300.76,590334.9,2226183,1635848.1,590334.9,203338.15,173435.48,29902.67
Monee,Lacey's Place LLC Series Monee,160701171,6,5455724.81,5014874.75,440850.06,1931619,1490768.94,440850.06,151959.76,129612.72,22347.04
Piper City,Randette Spiess,160701169,6,132692.63,120852.5,11840.13,62078,50237.65,11840.35,4025.69,3433.68,592.01
Mattoon,"Bonkers Pub & Grub, Inc.",160701166,6,8752828.32,8050585.11,702243.21,2793465,2091221.79,702243.21,242314.69,206680.17,35634.52
Bridgeview,"DELUXE LIQUOR & DELI, INC.",160701152,6,3235286.01,2953140.55,282145.46,1089560,807414.54,282145.46,97344.78,83029.36,14315.42
Altamont,Whistle Stop Saloon LLC,160701144,6,2015700.22,1868130.07,147570.15,614468,466897.62,147570.38,50963.34,43468.72,7494.62
North Chicago,Lucky Jack's-NC Inc.,160701137,6,3142898.3,2858092.39,284805.91,1327874,1043010.79,284863.21,98195.59,83755.06,14440.53
Collinsville,"LOTTIE'S CAFE OF ILLINOIS, LLC",160701135,6,11860473.71,10638610.53,1221863.18,4065503,2843639.82,1221863.18,421470.02,359489.17,61980.85
Rochelle,A.S.GIAN CORPORATION,160701115,6,1098127.55,983686.9,114440.65,463624,349110.73,114513.27,39473.1,33668.25,5804.85
Oak Lawn,"A. C. FOX, INC.",160701112,6,3071198.02,2822770.03,248427.99,1017003,768575.01,248427.99,85843.62,73219.55,12624.07
Thornton,KK KRINA CORP.,160701078,6,5897480.51,5325578.46,571902.05,2350570,1778667.95,571902.05,197182.18,168184.81,28997.37
Decatur,"Main Street Video Gaming, Inc.",160701077,6,10747427.72,9879727.03,867700.69,3822163,2954458.21,867704.79,299597.96,255539.44,44058.52
Hennepin,ROLANDO'S INC.,160701041,6,2373365.43,2183326.14,190039.29,695491,505451.31,190039.69,65728.67,56062.7,9665.97
Sterling,"Blue's Hideaway, Inc.",160701037,6,2590540.99,2354152.2,236388.79,907025,670636.47,236388.53,81435.08,69459.35,11975.73
Willow Springs,"Harvest Moon, Inc.",160701035,6,1079019.54,978080.19,100939.35,422590,321632.75,100957.25,34775.71,29661.62,5114.09
Elmwood Park,"Luck Cafe, INC.",160701034,6,6335536.15,5726807.48,608728.67,2423222,1814468.33,608753.67,209980.45,179100.97,30879.48
Harvard,PATSY'S LLC,160701033,6,5429628.53,4942757.22,486871.31,1876895,1390023.69,486871.31,168161.74,143432.06,24729.68
Richmond,"NIGIJO 2, INC.",160701025,6,11022629.56,10074089.61,948539.95,3843149,2894609.05,948539.95,327327.37,279191,48136.37
Elmwood Park,BB Motorsports LLC,160701009,6,3961441.92,3574442.07,386999.85,1425997,1038997.18,386999.82,133538.34,113900.35,19637.99
Decatur,MISS KIMMEES LLC,160701008,6,10240655.24,9334720.34,905934.9,3454030,2548045.2,905984.8,312319.41,266390.09,45929.32
Countryside,"LEDO'S, INC.",160701007,3,770892.91,714922.49,55970.42,365497,309526.63,55970.37,19252.76,16421.49,2831.27
Carol Stream,"Chrissy's, LLC",160701003,6,6143278.73,5644102.91,499175.82,2082170,1582994.18,499175.82,172272.66,146938.47,25334.19
Bridgeview,"NIGIJO 3, INC.",160700998,6,3915833.27,3605176.36,310656.91,1450618,1139961.09,310656.91,107075.83,91329.42,15746.41
Red Bud,North County Country Club,160700993,5,1870284.86,1739886,130398.86,543904,413504.34,130399.66,44901.53,38298.36,6603.17
El Paso,Sunshine One LLC,160700972,5,516480.2,473754.45,42725.75,163472,120746.25,42725.75,14526.71,12390.43,2136.28
Ohlman,Kamer's Kove LLC,160700970,6,2438940,2226450.09,212489.91,962866,750376.19,212489.81,73223.54,62455.36,10768.18
Carpentersville,Stacy's Place of Carpentersville LLC,160700969,6,5652741.85,5141497.78,511244.07,1885637,1374392.89,511244.11,176422.87,150478.34,25944.53
Westmont,"Pot Belly Pub, Inc.",160700955,5,3865604.31,3462550.58,403053.73,1285309,882255.27,403053.73,138824.23,118408.92,20415.31
Elmwood,"Maness Enterprises, Inc.",160700954,3,862441.43,781750.64,80690.79,289616,208925.21,80690.79,27900.21,23797.25,4102.96
Broadview,"Donato Restaurant Group, Inc",160700952,6,10191139.59,9378502.32,812637.27,4494486,3681848.93,812637.07,280171.61,238969.91,41201.7
Addison,Lacey's Place LLC Series Addison,160700946,6,13776812,12477246.31,1299565.69,4994320,3694753.91,1299566.09,448413.93,382470.69,65943.24
Oak Lawn,GOLDEN PARTNERSHIP LLC,160700943,6,5744664.92,5165171.1,579493.82,2179329,1599835.18,579493.82,200030.61,170614.35,29416.26
Calumet City,Bound Enterprise Incorporated,160700941,5,744550.09,669335.73,75214.36,319102,243887.84,75214.16,25907.74,22097.78,3809.96
Norridge,"Stella's - Regency Plaza, LLC",160700929,6,10931190.49,10024066.3,907124.19,3585426,2678301.81,907124.19,312832.92,266828.07,46004.85
Moweaqua,"Crawford's Pizza & Pub III, Inc.",160700917,6,1768348.17,1591729.98,176618.19,597441,420822.81,176618.19,60876.14,51923.75,8952.39
Carpentersville,"Qwikx One Convenience Store, Inc.",160700913,6,3198584.46,2924646.23,273938.23,1313502,1039563.77,273938.23,93139.13,79442.2,13696.93
Woodstock,Cuhlife LLC Woodstock,160700897,6,9958367.47,9076686.29,881681.18,3431940,2550233.82,881706.18,303984.46,259280.86,44703.6
Spring Grove,Cuhlife LLC Spring Grove,160700896,6,6554189.8,5928429.25,625760.55,2343652,1717891.45,625760.55,215499.34,183808.25,31691.09
Willow Springs,"WILLOW SPRINGS FRIENDLY TAP, INC.",160700895,6,3973613.06,3611713.16,361899.9,1412579,1050679.1,361899.9,125024.19,106638.3,18385.89
Springfield,"AJG Industries, Inc.",160700876,3,595585.95,543194.95,52391,213670,161278.8,52391.2,18083.2,15423.92,2659.28
Gladstone,Graham's Tavern Inc.,160700854,3,301480.46,277916.29,23564.17,140530,116965.83,23564.17,7448.12,6352.83,1095.29
Harvard,JBKS Corporation,160700845,6,4818111.64,4316184.94,501926.7,1646239,1144312.3,501926.7,173223.7,147749.61,25474.09
Fairview Heights,Uncle Fester's LLC,160700842,6,6686341.71,6066514.07,619827.64,2446196,1826368.36,619827.64,213642.21,182224.22,31417.99
North Chicago,"GRAHAM ENTERPRISE, INC.",160700839,6,5784214.99,5228640.27,555574.72,2079959,1524356.35,555602.65,191856.78,163642.54,28214.24
Crete,LACEY'S PLACE LLC SERIES CRETE,160700827,6,9217759.09,8342782.25,874976.84,3477778,2602801.16,874976.84,301953.26,257548.41,44404.85
